History for Series RTD.M.S0.N.C_EONIA.E (10000 history days)
,,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,valid from: 
2004Feb,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,2.0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004Jan,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003Dec,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,2.0600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003Nov,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,1.9700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003Oct,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,2.0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003Sep,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,2.0200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003Aug,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003Jul,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,2.0800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003Jun,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,2.2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003May,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003Apr,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,2.5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003Mar,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,2.7500,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003Feb,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,2.7600,,,,,,,,,,,,,,,,,,,,,,,,,,
2003Jan,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,2.7900,,,,,,,,,,,,,,,,,,,,,,,,,
2002Dec,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,3.0900,,,,,,,,,,,,,,,,,,,,,,,,
2002Nov,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,,,,,,,,,,,,,,,,,,,,,,,
2002Oct,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,,,,,,,,,,,,,,,,,,,,,,
2002Sep,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,,,,,,,,,,,,,,,,,,,,,
