History for Series RTD.Q.S0.S.G_GDPM_TO_U.E (10000 history days)
,,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,valid from: 
Period,Current value,2014-03-05 15:30:00,2014-02-05 15:30:00,2013-12-04 15:30:00,2013-11-06 15:30:00,2013-09-05 15:30:00,2013-07-04 15:30:00,2013-06-06 15:30:00,2013-05-02 15:30:00,2013-03-07 15:30:00,2013-01-10 15:30:00,2012-12-06 15:30:00,2012-11-08 15:30:00,2012-09-06 15:30:00,2012-07-05 15:30:00,2012-06-06 15:30:00,2012-04-04 15:30:00,2012-03-08 15:30:00,2012-01-12 15:30:00,2011-12-08 15:30:00,2011-10-06 15:30:00,2011-09-08 15:30:00,2011-07-07 15:30:00,2011-06-09 15:30:00,2011-04-07 15:30:00,2011-03-03 15:30:00,2011-02-03 15:30:00,2011-01-13 15:30:00,2010-12-02 15:30:00,2010-10-07 15:30:00,2010-09-01 15:30:00,2010-07-07 15:30:00,2010-06-09 15:30:00,2010-04-07 15:30:00,2010-03-03 15:30:00,2010-01-13 15:30:00,2009-12-02 15:30:00,2009-10-07 15:30:00,2009-09-02 15:30:00,2009-08-05 15:30:00,2009-06-03 15:30:00,2009-05-06 15:30:00,2009-03-04 15:30:00,2009-02-04 15:30:00,2009-01-14 15:30:00,2008-12-03 15:30:00,2008-11-05 15:30:00,2008-09-03 15:30:00,2008-08-06 15:30:00,2008-06-04 15:30:00,2008-04-09 15:30:00,2008-03-05 15:30:00,2008-01-09 15:30:00,2007-12-05 15:30:00,2007-11-07 15:30:00,2007-09-05 15:30:00,2007-08-01 15:30:00,2007-06-05 15:30:00,2007-04-11 15:30:00,2007-03-07 15:30:00,2007-01-10 15:30:00,2006-12-06 15:30:00,2006-10-31 15:30:00,2006-10-04 15:30:00,2006-08-02 15:30:00,2006-06-07 15:30:00,2006-05-03 15:30:00,2006-04-04 15:30:00,2006-02-01 15:30:00,2006-01-11 15:30:00,2005-11-30 15:30:00,2005-11-02 15:30:00,2005-08-31 15:30:00,2005-08-03 15:30:00,2005-06-01 15:30:00,2005-05-03 15:30:00,2005-03-02 15:30:00,2005-01-12 15:30:00,2004-12-01 15:30:00,2004-11-03 15:30:00,2004-10-06 15:30:00,2004-08-04 15:30:00,2004-06-02 15:30:00,2004-05-05 15:30:00,2004-03-03 15:30:00,2004-01-14 15:30:00,2003-12-03 15:30:00,2003-11-05 15:30:00,2003-10-01 15:30:00,2003-09-03 15:30:00,2003-07-30 15:30:00,2003-06-04 15:30:00,2003-05-07 15:30:00,2003-03-05 15:30:00,2003-01-15 15:30:00,2002-12-04 15:30:00,2002-11-06 15:30:00,2002-09-11 15:30:00,2002-07-31 15:30:00,2002-06-05 15:30:00,2002-04-30 15:30:00,2002-04-03 15:30:00,2002-03-06 15:30:00,2002-01-16 15:30:00,2001-12-05 15:30:00,2001-11-07 15:30:00,2001-09-13 15:30:00,2001-08-01 15:30:00,2001-07-04 15:30:00,2001-05-08 15:30:00,2001-04-10 15:30:00,2001-02-28 15:30:00,2001-01-31 15:30:00,2001-01-03 15:30:00
2013Q4,2415041.06,2415041.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013Q3,2405029.26,2405029.26,2404716.93,2397105.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013Q2,2399467.43,2399467.43,2399499.33,2393004.99,2395461.67,2400555.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013Q1,2383963.65,2383963.65,2384079.08,2377796.92,2379484.04,2381360.76,2379166.51,2378407.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012Q4,2375961.89,2375961.89,2375621.66,2369982.92,2371555.92,2372747.42,2371092.11,2370617.48,2371409.96,2368838.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012Q3,2379635.98,2379635.98,2379863.53,2374766.4,2374180.16,2374925.77,2378239.7,2377674.44,2379689.12,2379688.51,2379083.6,2379036.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012Q2,2375977.39,2375977.39,2376076.93,2369998.88,2369777.87,2369887.39,2372913.87,2373030.26,2371735.28,2370572.32,2370349.53,2370721.47,2371742.79,2374684.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012Q1,2374773.15,2374773.15,2374843.18,2369448.74,2368842.34,2368136.09,2368753.25,2368706.96,2366066.86,2367557.73,2368096.84,2368559.38,2368295.59,2368668.74,2365064.94,2364191.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011Q4,2367655.15,2367655.15,2367535.75,2362275.79,2363128.47,2362957.56,2363193.78,2364253.37,2361398.67,2360563.21,2360696.17,2360898.97,2360238.53,2361143.45,2358689.5,2358729.35,2359253.63,2362944.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011Q3,2366163.51,2366163.51,2366264.04,2361502.53,2361546.2,2360898.51,2363061.33,2364084.85,2363386.41,2363547.45,2363773.8,2363546.85,2362756.1,2363457.25,2361541.24,2361921.56,2361785.59,2365035.87,2362632.11,2367319.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011Q2,2357968.34,2357968.34,2357907.17,2352559.82,2352482.37,2352435.24,2353775.73,2354529.08,2352559.42,2352710.57,2352757.03,2352815.72,2353791.48,2355435.97,2351776.78,2351333.53,2350929.7,2353632.85,2350770.05,2351087.6,2355585.22,2355349.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011Q1,2348077.66,2348077.66,2348083.36,2343123.98,2342333.3,2342993.72,2340830.15,2340086.86,2338840.51,2340709.33,2340671.62,2340241.04,2340213.46,2341537.5,2337511.19,2338745.28,2338271.14,2340221.25,2337729.56,2338408.42,2342769.5,2341375.02,2347591.04,2346628.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010Q4,2319227.05,2319227.05,2319248.47,2314584.31,2315028.55,2314854.65,2315255.44,2315945.13,2315594.16,2315772.29,2315687.21,2315526.65,2315532.56,2317165.26,2311624.14,2311729.39,2310150.61,2311259.81,2309834.96,2310023.06,2313723.31,2312434.69,2317162.15,2316388.66,2319628.04,2318965.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010Q3,2305008.44,2305008.44,2305093.33,2300639.58,2300886.96,2301326.7,2304166.44,2303273.06,2304356.34,2305043.35,2305183.46,2305128.01,2304976.72,2305995.41,2301598.2,2301253.91,2299680.68,2300446.44,2300673.15,2303628.27,2307420.55,2305271.61,2310946.91,2310713.24,2313347,2312159.36,2314171.84,2310495.05,2306368.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010Q2,2289966.95,2289966.95,2289863.34,2285298.91,2285112.78,2285660.01,2287879.72,2287790.15,2288057.75,2288598.76,2288701.06,2288557.43,2288916.87,2290072.8,2284942.3,2284720.42,2283817.34,2284036.31,2284700.99,2284288.71,2287468.19,2286326.77,2292331.54,2292101.64,2296107.84,2295891.25,2296626.15,2293085.11,2292292.11,2289649.72,2289184.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010Q1,2263391.42,2263391.42,2263389.87,2259025.49,2258510.77,2258929.33,2259808.46,2260094.39,2259993.84,2259617.13,2259752.78,2259678.58,2259631.5,2260839.13,2257162.28,2257592.48,2256918.6,2257009.58,2258024.56,2256207.42,2259254.45,2258262.02,2262280.73,2262354.41,2265472.77,2265924.77,2265608.74,2262169.68,2261187.2,2259896.36,2259765.07,2263434.3,2261839.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009Q4,2249669.01,2249669.01,2249636.93,2245328.26,2245823.06,2246457.62,2244482.9,2246020.2,2244277.19,2242362.53,2242730.47,2242624.8,2242620.35,2243175.02,2241256.5,2241275.93,2242397.02,2244266.19,2244680.86,2244399.65,2247611.63,2245497.46,2249145.64,2248801.42,2251643.56,2251170.43,2250396.09,2246902.51,2247559.76,2247797.82,2249126.34,2250464.04,2249082.58,2251536.41,2255602.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009Q3,2234532.56,2234532.56,2234570.09,2230228.71,2230553.91,2230671.22,2230968.43,2231201.52,2231014.25,2230244.07,2230943.3,2230839.84,2230867.2,2231029.66,2230450.24,2230788.17,2231986.42,2234376.41,2234383.2,2234735.82,2237155.74,2235388.97,2240811.18,2240642.62,2244917.05,2245468.7,2244695.95,2241301.35,2241301.69,2242005.69,2244194.86,2246313.9,2244797.18,2248958.3,2251556.77,2251872.36,2251691.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009Q2,2224687.6,2224687.6,2224621.68,2219867.89,2220052.65,2220154.27,2219707.78,2220316.21,2219410.24,2219322.79,2219901.63,2219817.46,2220074.36,2220289.84,2219772.63,2219869.25,2220779.08,2223023.18,2222885.41,2222259.78,2224649.11,2223007.92,2228679.84,2228465.98,2234340.26,2234764.56,2233485.4,2230064.46,2229795.65,2229219.5,2231697.34,2233833.17,2233237.38,2235963.2,2238001.9,2238442.98,2237966.01,2238118.45,2239023.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009Q1,2228512.73,2228512.73,2228575.5,2223458.61,2222460.7,2222348.1,2224592.8,2222156.15,2225052.52,2225956.53,2226369.33,2226278.97,2226306.08,2226671.57,2225910.64,2225438.29,2225355.33,2226562.89,2227030.97,2227533.88,2228907.46,2227169.17,2232130.88,2231972.84,2236155.25,2236719.46,2237519.92,2233968.22,2233391.36,2233304.14,2234430.4,2237145.57,2237363.82,2238690.54,2239906.42,2239651.5,2239495.29,2241912.24,2244273.4,2241127.21,2239129.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008Q4,2289818.08,2289818.08,2289842.21,2284432.27,2284959.56,2284981.09,2284568.83,2284182.36,2285163.84,2284982.19,2285113.21,2285040.12,2285085.89,2285502.45,2284440.67,2284557.46,2284460.76,2284636.73,2284519.14,2284721.97,2285920.3,2283879.26,2286624.59,2286546.11,2290434.18,2291033.51,2290767.55,2286911.99,2287035.5,2286981.17,2288551.72,2294228.48,2291930.66,2292051.45,2295277.54,2294702.18,2294408.21,2297130.79,2298610.98,2300556.98,2301089.36,2304390.34,2306395.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008Q3,2320504.97,2320504.97,2320500.76,2314748.31,2314491.4,2314450.91,2314324,2314265.17,2313926.71,2313883.4,2314004.86,2313846.89,2313901.69,2315054.86,2315012.06,2315156.68,2315860.72,2316183.92,2316207.51,2316045.64,2317167.74,2315689.84,2316580.67,2316567.7,2319876.9,2320298.55,2319487.42,2315417.36,2315594.34,2316114.08,2317722.65,2322356.05,2320707.51,2322930.59,2324594.27,2324747.34,2325211.29,2327203.72,2329468.16,2328185.29,2328302.21,2329183.66,2329644.77,2329091.33,2311828,2311998.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008Q2,2327756.53,2327756.53,2327777.78,2321858.17,2321459.72,2321488.06,2321537.66,2321489.67,2321432.89,2321829.46,2321749.37,2321648.99,2321911.68,2322428.72,2322625.44,2322737.25,2322463.6,2322365.79,2322520.34,2321437.92,2322780.71,2321231.47,2322126.01,2322316.28,2325695.36,2326022.74,2325116.17,2320987.38,2320689.27,2320455.76,2322144.33,2325135.1,2324240.92,2324853.76,2325383.06,2325797.08,2325643.01,2324968.54,2326926.62,2324807.99,2324725.66,2323448.21,2323310.6,2321230.15,2305027.95,2306182.22,2306089.54,2304285.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008Q1,2321493.93,2321493.93,2321473.54,2315666.5,2315636.75,2315507.86,2314615.43,2315111.1,2314483.18,2314560.05,2314387.2,2314284.52,2314430.5,2315280.36,2314960.08,2314785.14,2314088.48,2314391.89,2314343.89,2315463.46,2316874.36,2314665.26,2316707.91,2316959.93,2321037.59,2322044.95,2320365.41,2316313.11,2315642.63,2315619.13,2316329.4,2316513.72,2316027.77,2314814.33,2313781.08,2314399.26,2314097.92,2313853.14,2315765.87,2312477.65,2312074.02,2310409.48,2309803.33,2306845.81,2291858.97,2292295.9,2293250.58,2291669.26,2292263.93,2288711.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007Q4,2299033.11,2299033.11,2299018.47,2293485.76,2293747.15,2293732.87,2293146.64,2292976.58,2293354.89,2293387.59,2293289.36,2293227.81,2293203.48,2293667.35,2292316.33,2292185.65,2291350.82,2291271.06,2291225.07,2290404.65,2291565.42,2289295.04,2291454.61,2291079.8,2292166.29,2293313.16,2291387.97,2287216.73,2287094.47,2287094.75,2287786.63,2284890.73,2282126.32,2282281.15,2281735.04,2281648.04,2281483.98,2281306.7,2282575.27,2282075.09,2282666.78,2282551.14,2279434.57,2277244.66,2262754.55,2262439.67,2263042.01,2261118.18,2261234.04,2258215.22,2249831.46,2246594.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007Q3,2277012.09,2277012.09,2276999.29,2271550.74,2271349.13,2271370.83,2270784.22,2270805.48,2270585.01,2270613.43,2270701.36,2270664.52,2270737.67,2270786.66,2270958.11,2271054.12,2271078.33,2271447.1,2271431.24,2270499.04,2271694.55,2269162.39,2269610.9,2269186.07,2271411.23,2273361.44,2271289.4,2267276.94,2267299.95,2267594.03,2268183.7,2265782.51,2264465.27,2264145.78,2263827.2,2263746.2,2263970.98,2264150.7,2264810.6,2261899.54,2262260.5,2262224.76,2262893.05,2260794.97,2246807.78,2246405.03,2246104.21,2243982.34,2245114.12,2242840.48,2231226.4,2226199.03,2228102.79,2227610.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007Q2,2251900.49,2251900.49,2251928.32,2246697.63,2246650.12,2246652.83,2246637.68,2246623.91,2246198.56,2246259.42,2246277.26,2246172.67,2246380.4,2246505.87,2247020.66,2247097.39,2247556.37,2247677.48,2247691.88,2248147.63,2249556.41,2246765.96,2247304.93,2247381.79,2248831.76,2250450.3,2248455.13,2244574.13,2244659.05,2244441.8,2244869.02,2242533.66,2241498.42,2241444.11,2241288.23,2241455.15,2241285.37,2239118.46,2239452.22,2238359,2238076.51,2237591.07,2238833.85,2236255.29,2222824.73,2223080.8,2223145.85,2220550.47,2220654.2,2218110.85,2207054.22,2200530.07,2202145.33,2202271.45,2198754.66,2199271.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007Q1,2227924.83,2227924.83,2227939.73,2223125.4,2223111.98,2223069.19,2222860.64,2223031.16,2222886.19,2222936.05,2222917.69,2222782.95,2222848.28,2222991.43,2223115.5,2223106.62,2223269.85,2223181.19,2223224.97,2224657.1,2225952.12,2222843.41,2223352.92,2223685.22,2226636.17,2228568.38,2226377.88,2222615.11,2222714.65,2222635.24,2222657.15,2220128.3,2219485.35,2218798.48,2218683.31,2218885.34,2219088.56,2217608.97,2218047.61,2215974.49,2215552.32,2213125.17,2214334.9,2211892.82,2198944.1,2199115.69,2199425.72,2197853.69,2199139.44,2196483.64,2185059.29,2179690.01,2180785.66,2180565.54,2179454.5,2179735.6,2178812.79,2176824.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006Q4,2192443.96,2192443.96,2192437.1,2188084.49,2187935.03,2187885.13,2186832.88,2187303,2187100.89,2187112.57,2187122.45,2187086.76,2187225.65,2187463.38,2186710.13,2186691.32,2186538.37,2186473.46,2186357.93,2185579.51,2186245.03,2183633.38,2188013.47,2187837.38,2188866.39,2191359.12,2188573.71,2184994.06,2184834.57,2184810.63,2184781.43,2182711.85,2181653.92,2181498.6,2180810.14,2181171.92,2181413.15,2180681.41,2181512.8,2181240.52,2181472.11,2181496.07,2180076.38,2178092.11,2165982.39,2165786.88,2165729.93,2164403,2164527.76,2163170.54,2154590.36,2149296.06,2148654.53,2149432.81,2148633.5,2150525.8,2144926.99,2143509.56,2133655.95,2128191.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006Q3,2158038.23,2158038.23,2158054.27,2153888.18,2153564.87,2153626.26,2153579.34,2153224.8,2153304.31,2153344.43,2153364.94,2153247.64,2153292.01,2153414.72,2153659.71,2153685.4,2154286.68,2154335.5,2154318.29,2154210.34,2154538.36,2152014.52,2154699.94,2154603.5,2156232.75,2159322.82,2155987.57,2152551.81,2152657.51,2152833.53,2152987.84,2152762.62,2151481.93,2151735.75,2151818.14,2152169.77,2152683.81,2152263.08,2153119.41,2151784.25,2152049.47,2151854.24,2152103.53,2150732.9,2139587.37,2139873.86,2139579.37,2138042.89,2138228.34,2136730.75,2127813.63,2123610.18,2121940.43,2122932.09,2122627.31,2121159.45,2117091.93,2116027.97,2106252.96,2101478.61,2101065.03,2099751.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006Q2,2134316.27,2134316.27,2134314.68,2130439.77,2130508.04,2130499.28,2131005.07,2130763.99,2130418.05,2130478.85,2130465.26,2130386.51,2130428.92,2130836.93,2131237.17,2131169.52,2131439.41,2131525.18,2131609.87,2131500.75,2131526.58,2129297.42,2131980.04,2131865.85,2134534.56,2137097.49,2134116.62,2130864.21,2130953.24,2130875.39,2131142.32,2130863.12,2129532.27,2129651.95,2129943.79,2130427.35,2130819.57,2129347.7,2130170.4,2129737.74,2129668.67,2129809.52,2130664.7,2129465.87,2118668.61,2118825.56,2119003.6,2117347.94,2117023.27,2115547.44,2106679.22,2101598.42,2099746.28,2099907,2098777.81,2099312.67,2093049.45,2091544.17,2082542.04,2079242.87,2078956.19,2078290.96,2079422.66,2073747.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006Q1,2099702.89,2099702.89,2099690.62,2096103.37,2096569.16,2096564.73,2096815.87,2096935.11,2097039.87,2097082.4,2097052.92,2096976.83,2096978.97,2097038.55,2096959.6,2096977.83,2096411.74,2096489.06,2096525.09,2096754.54,2097165.68,2094424.99,2096875.77,2096926.97,2099908.01,2102318.87,2099523.76,2096400.81,2096401.04,2096287.57,2096247.05,2096043.23,2094927.85,2094666.32,2094932.42,2095154.22,2095544.23,2094818.08,2095553.34,2094813.18,2094618.31,2095318.17,2095535.61,2094715.29,2084201.06,2083941.71,2084018.41,2083160.24,2084964.12,2083610.71,2074810.01,2070493.98,2068084.23,2068399.15,2067647.33,2066331.66,2062557.97,2061251.23,2052129.66,2048957.71,2048584.51,2048079.26,2049044.64,2047963.72,2044415.39,2047961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005Q4,2075167.2,2075167.2,2075186.37,2071639.25,2071858.29,2071852.28,2071580.33,2071536.94,2071543.55,2071537.83,2071517.47,2071478.98,2071572.05,2071746.65,2071200.12,2071216.26,2071218.76,2071280.4,2071239.53,2070494.55,2070608.95,2067754.88,2072721.69,2072593.42,2073761.4,2076459.52,2073738.97,2070769.51,2070968.61,2070946.53,2071003,2069851.68,2069110.7,2069345.99,2069537.59,2069675.54,2070041.88,2068934.32,2069767.21,2071263,2071253.77,2071046.48,2070957.92,2070474.76,2060497.68,2060411.97,2060505.76,2060102.36,2060767.59,2059526.01,2051486.43,2046830.67,2044979.7,2045249.02,2044559.2,2044677.9,2041851.43,2040823.91,2031508.87,2030713.37,2029876.87,2029761.72,2029577.2,2029394.75,2028250.18,2029983.84,2024722.47,2017484.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005Q3,2047205.2,2047205.2,2047183.22,2043836.3,2044070.84,2044085.71,2043833.64,2043999.28,2043745.65,2043772.1,2043793.25,2043729.1,2043790.11,2043863.95,2044191.26,2044223.09,2044437.96,2044595.98,2044577.28,2045258.84,2045797.34,2043904.42,2047582.9,2047592.68,2048996.3,2051807.18,2049037.96,2046190.26,2046227.2,2046318.22,2046533.25,2046720.67,2045548.7,2046340.58,2046473.47,2046470.7,2046757.31,2046754.45,2047436.21,2046954.58,2046899.01,2047439.52,2047311.12,2047159.81,2037435.33,2037276.84,2036962.86,2036722.85,2037491.62,2036140.19,2028303.94,2024296.66,2022467.52,2023118.16,2022623.42,2022441.49,2020182.23,2019701.29,2010610.81,2009882.04,2008356.57,2008461.69,2008184.11,2008204.86,2007307.43,2006852.31,2001551.74,2001955.64,1997935.43,1988942.23,1988942.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005Q2,2025922.19,2025922.19,2025927.54,2022812.06,2022712.67,2022725.97,2023398.37,2023217.83,2023822.84,2023892.13,2023902.02,2023805.14,2023875.84,2023766.16,2023906.67,2023890.1,2024043,2024163.31,2024228.03,2024567.82,2025270.38,2022905.92,2027093.41,2027030.07,2029185.38,2031953.7,2029232.6,2026481.16,2026353.99,2026362.25,2026707.57,2026803.32,2025173.58,2024735.16,2024535.86,2024418.88,2024549.97,2024341.31,2024843.29,2025165.84,2025150.23,2024784.91,2025072.35,2024908.41,2015480.32,2015803.41,2015710.61,2015539.83,2015225.78,2014285.32,2008624.15,2003769.3,2002441.19,2002165.77,2001173.67,1999940.2,1997163.67,1996983.36,1987416.16,1987221.22,1985544,1985743.3,1985610.56,1985987.68,1986134.19,1985965.56,1981176.71,1982021.22,1979622.99,1972640.06,1972640.06,1951936.25,1947781.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005Q1,2004869.53,2004869.53,2004882.1,2001964.33,2001632.63,2001608.57,2001439.97,2001500.71,2001485.02,2001559.46,2001536.74,2001405.64,2001415.85,2001711.67,2001443.9,2001431.03,2001108.51,2001059.29,2001052.54,1999996.26,2000096.18,1998436.86,2002019.29,2001919.27,2004426.16,2006977,2004377.75,2001764.61,2001653.83,2001546.01,2001852.92,2002012.47,2000802.24,2000169.96,2000091.93,2000006.85,1999897.2,2000068.9,2000378.04,2000691.79,2000776.45,2000582.35,2000499.22,2000459.72,1991099.49,1991079.44,1991078.08,1991088.25,1992561,1991545.17,1986536.46,1982410.95,1981254.09,1981341.03,1980726.15,1980548.78,1980715.83,1980204.77,1971922.62,1972501.41,1970961.7,1970424.46,1970148.56,1970362.75,1969998.39,1969880.21,1966334.8,1966906.6,1962855.03,1955307.52,1955307.52,1936644.42,1934260.93,1932450.48,1938209.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004Q4,1990046.35,1990046.35,1990062.59,1987159.56,1987400.47,1987423.82,1987177.4,1987252.36,1987434.68,1987493.33,1987499.58,1987438.52,1987476.07,1987585.54,1986940.72,1986941.62,1986718.42,1986740.96,1986706.74,1985894.71,1986408.93,1984051.22,1987719.05,1987562.67,1987663.3,1990392.74,1987642.65,1985117.78,1985333.1,1985321.02,1985483.84,1984854.14,1983893.97,1983882.3,1983947.08,1983889.97,1983503.87,1983251.08,1983518.25,1984021.84,1984045.14,1983967.52,1983627.44,1983674.83,1974746.43,1974996.51,1974853.65,1974597.39,1975776.44,1975958.62,1970123.98,1965650.31,1964860.2,1964927.89,1965001.59,1964523.46,1963118.95,1962720.97,1954844.05,1955732.46,1954811.59,1954664.8,1954133.46,1954325.14,1954697.44,1955486.28,1952053.24,1951177.71,1948670.73,1941306.66,1941306.66,1920746.54,1918323.99,1913651.8,1916919.09,1904394.89,1902550.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
