History for Series RTD.Q.S0.S.G_FCHI_TO_U.E (10000 history days)
,,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,valid from: 
2002Q3,1050499.76,1050499.76,1050488.17,1048991.16,1048996.88,1049093.73,1048878.57,1049057.24,1049229.65,1049216.02,1049247.7,1049248.36,1049257.66,1049510.56,1049459.92,1049545.38,1049648.07,1049662.72,1049574.52,1050518.64,1050503.37,1049365.86,1056382.06,1056392.09,1055399.02,1057092.93,1055451.83,1054326.15,1054294.57,1054427.69,1054320.54,1054161.92,1053592.99,1053505.94,1053501.91,1053470.39,1053458.91,1054068.05,1053880.45,1053980.36,1054003.5,1053839.7,1053757.02,1053723.74,1053920.38,1050247.03,1050248.02,1050243.87,1049851.99,1051539.66,1051511.4,1048457.44,1044640.19,1044755.4,1044711.95,1044727.06,1044528.26,1044529.91,1044549.1,1041265.01,1041268.56,1041080.62,1041183.35,1041261.89,1041377.93,1042371.47,1042361.79,1042407.99,1041561.71,1042437.59,1040579.6,1040579.6,1029587.88,1028424.01,1027996.95,1028201.07,1015790.1,1015811.64,1015327.44,1015269.18,1015059.21,1014335.35,1012744.91,1012748.56,1012863.02,1012836.48,1013286.75,1013312.02,1011547.32,1012346.74,1014229.08,1014092.9,1013256.27,1012814.11,1009562.66,1010298.71,,,,,,,,,,,,,,,,,,
2002Q2,1042055.66,1042055.66,1042068.02,1040557.96,1040553.84,1040604.09,1040515.46,1040231.73,1040354.26,1040287.97,1040334.33,1040323.95,1040349.82,1040542.29,1040518.9,1040640.49,1040417.07,1040396.51,1040269.71,1040272.29,1040033.82,1039062.66,1045059.21,1045048.35,1043742.5,1045327,1043706.26,1042621.19,1042636.19,1042622.13,1042521.82,1042625.88,1041819.06,1041935.55,1041915.41,1041914.03,1041881.43,1042383.76,1042213.92,1042366.23,1042348.96,1042764.6,1042739.34,1042785.87,1042679.75,1038999.53,1039106.27,1039055.44,1038642.16,1039869.81,1039887.41,1037719.18,1033916.05,1033867.53,1033836.69,1033795.47,1033733.42,1032670.84,1032792.9,1029563.86,1029568.1,1029421.44,1029597.03,1029714.6,1029774.75,1030180.93,1030109.32,1030253.09,1029935.84,1031323.56,1029266.47,1029266.47,1018298.23,1017365.39,1016813.71,1016739.64,1005644.58,1005424.73,1005348.84,1005458.51,1005342.94,1004828.36,1004369.88,1004651.35,1004948.45,1004972.78,1005380.03,1005434.15,1003886.27,1004499.12,1004480,1004309.03,1002887.99,1002822.96,1001400.34,1001396.61,1000378,1003094.92,,,,,,,,,,,,,,,,
2002Q1,1034998.42,1034998.42,1034993.31,1033470.36,1033529.33,1033554.09,1033767.41,1033818.12,1033822.72,1033852.2,1033831.87,1033827.15,1033860.27,1034150.55,1033961.66,1034007.2,1033887.84,1033898.17,1033897.75,1033298.97,1033328.7,1032248.55,1036835.29,1036840.44,1035425.92,1036914.3,1035432.52,1034380.66,1034363.67,1034320.99,1034214.49,1034051.34,1033212.45,1033345.39,1033337.4,1033350.6,1033341.66,1033626.26,1033485.01,1033566.32,1033569.59,1033839.93,1033885.03,1033785.34,1033857.83,1030184.72,1030331.03,1030199.33,1029840.14,1031125.56,1031195.81,1028353.42,1024586.05,1024650.63,1024384.58,1024375.3,1024183.48,1024529.55,1024639.67,1021448.21,1021890.72,1021714.35,1022009.8,1021956.46,1022011.2,1022511.89,1022543.88,1023146.94,1021588.08,1022343.93,1020196.55,1020196.55,1009451.87,1008362.76,1008381.76,1008310.66,996415.68,996321.56,996180.44,996085.05,995865.81,994912.21,993519.46,993348.19,993871.79,994681.87,994729.1,994860.62,994150.97,994907.34,996565.8,996465.1,995186.27,995528.6,994865.82,994889.56,993370,994686.28,994782.4315,992387.6319,,,,,,,,,,,,,,
2001Q4,1028429.79,1028429.79,1028436.57,1026818.4,1026859.48,1026924.64,1026812.11,1026333.14,1026218.8,1026257.55,1026236.91,1026236.72,1026230.96,1026435.8,1026498.73,1026599.75,1026522.21,1026524.02,1026629.44,1025706.71,1025809.75,1024485.96,1030529.43,1030509.49,1029352.54,1030895.88,1029355.42,1028331.16,1028319.93,1028198.1,1028108.83,1028020.41,1027136.56,1027312.73,1027319.51,1027347.96,1027351.41,1027677.12,1027542.41,1027012.72,1027024.03,1027338.05,1027138.73,1026958.32,1027265.24,1023734.71,1023762.41,1023715.77,1023454.32,1024868.1,1024992.89,1022977.82,1019284.75,1019335.28,1019303.86,1019298.39,1019277.78,1019001.91,1019054.4,1015857.73,1015783.17,1015495.48,1015663.26,1015638.3,1015602.82,1015861.51,1015779.85,1015659.55,1014471.08,1015101.92,1012780.4,1012780.4,1001259.19,999423.81,999763.09,999994.61,989307.62,989223.43,989157.85,989234.24,989292.11,988417.31,987758.38,988153.75,988623.9,988030.01,988247.1,988128.46,987475.61,988042.09,988622.94,988588.61,989021.35,989227.71,989299.88,988663.35,988532,989863.24,989172.2465,985035.0618,985046.3592,984251.48,984016.2,,,,,,,,,,,
2001Q3,1023570.79,1023570.79,1023573,1022176.5,1022028.36,1022104.6,1022157.66,1022256.51,1022294.67,1022264.44,1022297.79,1022296.3,1022293.05,1022528.88,1022443.02,1022544.53,1022355.34,1022350.91,1022376.36,1022695.47,1022233.6,1021008.94,1027934.77,1027990.46,1026354.29,1027837.74,1026368.44,1025382.19,1025359.75,1025513.56,1025422.28,1025115.14,1024425.62,1024522.24,1024556.35,1024592.85,1024666.87,1024938.15,1024804.38,1024675.69,1024753.45,1024539.36,1024714.12,1024802.73,1024708.19,1021246.36,1021267.54,1021264.84,1021088.22,1022881.61,1022933.8,1020250.36,1016803.63,1016955.73,1016625.61,1016543.38,1016429.81,1016226.62,1016174.64,1013125.66,1013147.43,1012849.03,1013178.96,1013313.6,1013328.56,1013525.3,1013561.1,1013897.4,1012600.44,1012911.98,1011301.4,1011301.4,999400.4,998537.11,998072.56,998432.65,987589.77,987532.04,987306.55,987171.85,987155.04,986717.57,985899.64,985504.92,986147.66,986322.53,986691,986685.4,986131.33,985887.24,985173.24,985157.22,984630.51,984714.06,986090.59,984899.38,985275,985757.22,985190.7242,980314.7615,980263.6986,980143.11,980239.17,980696.33,980368.95,,,,,,,,,
2001Q2,1018048.35,1018048.35,1018063.78,1016629.55,1016672.07,1016754,1016726.53,1016518.74,1016644.56,1016595.27,1016639.61,1016633.93,1016638.8,1016855.97,1016989.25,1016897.67,1017126.43,1017117.81,1017283.45,1017271.54,1017321.72,1016017.76,1022638.85,1022601.05,1020294.79,1021761.63,1020348.32,1019394.73,1019362.78,1019321.72,1019233.85,1019277.86,1018599.28,1018386.11,1018400.94,1018443.45,1018562.26,1018630.11,1018499.33,1018543.82,1018550.85,1018613.8,1018701.46,1018714.99,1018610.1,1015252.6,1015250.61,1015254.05,1015131.11,1016998.7,1017003.59,1014980.68,1011556.93,1011440.22,1011298.05,1011239.71,1011141.28,1010681.23,1010607.7,1007579.15,1007611.26,1007313.25,1007646.92,1007724.85,1007748.55,1007285.37,1007310.44,1006998.53,1005957.57,1006319.12,1004464.07,1004464.07,993301.94,992659.59,991641.89,991529.39,980745.31,980688.35,980585.18,980591.78,980401.54,979656,978191.4,978117.87,978949.57,979082.63,979484.3,979451.6,979415.94,979259.34,980289.48,980229.79,978922.15,979275.59,978934.58,979963.09,979924,979890.53,979193.2779,975802.2144,975874.624,975828.2,975984.21,976111.95,975863.31,975570.19,974420.33,,,,,,,
2001Q1,1005553.56,1005553.56,1005533.49,1004159,1004225.03,1004240.58,1004061.87,1004652.33,1004518.75,1004510.9,1004494.44,1004489.54,1004492.44,1004711.72,1004878,1004538.27,1004990.21,1004992.29,1005205.09,1005109.89,1006212.65,1004203.62,1009930.61,1009963.27,1008113.64,1009609.98,1008065.15,1007142.27,1007206.92,1007177.49,1007086.2,1006949,1006157.07,1006022.84,1005968.37,1006011.49,1006159.12,1006808.26,1006674.92,1006645.57,1006623.74,1006640.86,1006586.5,1006616.53,1006442.09,1003189.41,1003183.61,1003071.85,1003001.53,1004312.58,1004044.8,1000837.51,997633.92,997546.8,997372.33,997441.21,997349.17,998255.12,998271.26,995241.71,995258.93,994983.7,995347.01,995295.31,995397.36,994640.97,994632.45,994623,994493.04,994600.7,992624.85,992624.85,982679.91,981832.49,980933.98,980412.21,969819.75,969844.52,969634.46,969686.54,969565.71,968367.74,966749.2,966822.06,967745.37,968030.34,968155.58,968312.52,968660.79,968559.22,967152.23,967069.17,965571.45,965866.34,965002.66,966640.98,966149,966682.81,966078.7214,963846.4333,964077.9272,963493.88,963802.92,962793.1,962817.76,962532.36,961740.35,960668.35,958948.85,,,,,
2000Q4,992574.12,992574.12,992593.58,991131.89,991073.51,991110.24,990865.95,990582.66,990811.03,990768.61,990804,990793.43,990794.43,991005.82,991204.59,990884.64,991066.02,991079.52,991306.3,990540.82,991374.45,989491.98,995047.93,995015.96,993603.4,994992.01,993619.67,992724.35,992687.8,992576.6,992496.98,992378.71,991582.95,991709.62,991725.1,991731.79,991855.9,992329.38,992194.43,992038.39,992064.64,991762.65,992054.57,992324.79,991591.68,988420.28,988556.59,988532.45,988368.38,989913.66,989758.42,987748.55,984770.76,984725.18,984599.22,984518.28,984387.33,984644.46,984660.76,981539.87,981563.94,981317.44,981922.42,981934.7,982014.63,982209.08,982134.01,982286.46,980673.21,980587.01,978585.3,978585.3,967319.2,967486.93,966285.27,966471.58,956493.92,956522.64,956306.84,956177.59,956109.65,955234.17,954520.11,954292.08,955170.44,955224.07,955376.21,955306.29,955244.31,955250.82,953262.06,953190.86,953146.86,953462.58,952950.56,953319.06,953115,953356.43,952881.3647,951248.5796,949742.3925,948797.03,948825.73,949237.04,949177.83,949340.95,949437.35,948730.15,949449.82,948971.1787,948990.68,948192.4375,,
2000Q3,982239.62,982239.62,982245.09,980838.32,980852.77,980949.73,980860.22,981281.09,981218.88,981234.45,981251.96,981242.28,981241.49,981445.53,981281.57,981017.39,981462.99,981461.56,981578.26,981407.66,982104.96,980647.92,985488.36,985481.49,983854.28,985174.52,983877.76,983007.86,983000.85,983088.19,982994.58,982795.01,982185.12,982222.55,982197.29,982263.47,982369.01,982555.97,982431.5,982554.68,982566.9,982469.32,982408.33,982326.12,982543.45,979412.24,979425.79,979207.1,979018.28,980870.72,980968.24,978291.98,975481.36,975596.89,975322.58,975359.46,975305.49,975230.92,975246.96,972324.67,972336.75,972204.54,972326.35,972316.53,972414.78,972631.21,972665.94,973159.74,972238.13,972134.07,970576.37,970576.37,960331.87,960435.4,959096.32,958798.75,947380.04,947422.25,947155.41,947021.97,946865.59,945872.87,946538.91,946374.58,947044.63,947086.7,946955.64,947002.84,946880.98,947102.73,945522.43,945404.83,944278.47,945077.47,945022.77,945009.93,944974,945167.8,944527.2416,941875.8137,941920.9667,941330.27,941295.56,941554.65,941653.11,941713.04,941487.28,941781.14,941027.27,941083.2674,940727.79,940379.875,935842.34,
2000Q2,971937.18,971937.18,971950.6,970680.85,970708.26,970693.27,970707.06,970588.01,970453.5,970469.28,970484.1,970490.62,970518.24,970717.33,970890.65,970591.7,970796.7,970786.11,970988.72,970538.9,970629.83,969156.04,974587.41,974559.73,972900.66,974158.52,972877.33,972037.19,972084.14,972074.69,971972.47,972095.24,971357.91,971352.41,971353.73,971377.7,971461.83,971740.86,971638.54,971868.57,971889.54,972003.53,971926.25,971916.9,972055.32,968965.87,968992.78,968848.05,968629.4,970235.11,970265.36,968097.04,965361.58,965234.71,965017.12,965017.88,964985.42,964746.49,964757.27,961774.49,961769.76,961646.98,961915.8,961994.54,962107.73,962031,962040.19,962376.03,961534.5,961692.93,959835.17,959835.17,950222.42,950430.77,948863.24,948450.25,938441.01,938487.34,938320.54,938567.94,938424.21,937263.37,936965.76,937278.23,938098.92,937951.34,937848.79,937808.46,938003.52,938450.78,937603,937468.25,936270.49,936798.39,937063.62,936725,936641,936823.29,936262.8899,933881.0556,934405.0706,933700.84,933678.45,933913.56,933672.69,933827.25,933209.88,933209.27,932867.99,932714.4114,932863.42,932536,927362.32,926461.44
2000Q1,960271.08,960271.08,960240.88,959066.04,959091.48,959187.66,959146.48,959131.88,959052.38,959088.3,959047.75,959040.06,959030.66,959192.07,959587.88,959712.56,959625.57,959646,959903.82,959775.79,959670.79,958495.33,961879.74,961906.52,960613.37,961802.35,960597.02,959785.84,959782.92,959777.07,959682.78,959671.35,958754.84,958407.83,958414.19,958403.43,958492.75,958620.58,958507.77,958638.61,958645.15,958678.74,958535.05,958341.8,958687.26,955672.79,955560.63,955630.12,955521.15,956053.56,956062.49,954274.45,951472.53,951602.76,951366.75,951364.4,951419.89,951062.52,951023.71,948035.06,947999.29,947908.4,947600.41,947491.14,947625.57,947609.56,947602.61,947454.57,946467.14,946467.17,944370.85,944370.85,935382.92,935233.19,933683.4,933285.39,925959.46,925997.55,925928.14,925943.42,925968.98,924808.02,924583.67,924663.5,925032.8,925084.7,925166.17,925229.22,925422.3,925697.66,924804.5,924698.45,924335.3,924816.37,925137.1,924680.12,924905,925188.45,925023.0938,923281.1421,924219.5512,923217.76,923153.47,922805.68,922801.63,922690.97,922272.9,921888.77,920350.69,920922.4724,920973.04,921016.75,916425.52,916233.71
1999Q4,945190.04,945190.04,945201.63,944013.58,944056.63,944062.61,943287.96,944008.96,944043.64,944047.17,944076.03,944090.13,944133.62,944826.38,944846.37,944682.97,944797.33,944823.01,945037.7,944252.17,943747.44,943363.3,946684.42,946622.93,944967.77,946207.18,944959.03,944166.56,944185.47,944111.39,944058.9,944062.4,943334.96,943390.72,943380.89,943384.04,943446.51,943407.4,943353.8,943038.26,943001.17,942834.79,942771.07,942812.12,942648.82,939772.46,939797.02,939829.05,939756.26,940918.69,941187.04,937889.86,935264.62,935272.34,935051.96,935094.74,935064.54,935324.05,935325.75,932417.07,932411.6,932377.04,932476.13,932368.45,932270.18,932199.41,932190.87,932307.9,932737.06,932223.67,930936.59,930936.59,920998.83,921439.94,919269.29,919381.73,913559.62,913572.66,913824.89,913713.39,914405.39,913928.74,913177.02,913060.03,913562.41,913423.16,913263.07,913214.16,913271.28,913441,912301.94,912241.64,912470.11,913417.14,913586.95,913356.33,913516,913266.39,913040.8709,911209.1106,910563.7335,909938.56,909949.72,909606.65,909550.53,909971.08,910060.38,909687.48,908411.54,908144.3242,908172.54,907600.125,903642.4,903285.11
1999Q3,931853.96,931853.96,931859.34,930738.95,930316.88,930360.16,930328.05,930433.48,930413.91,930433.22,930431.1,930451.65,930493.32,930596.55,930363.33,930321.89,930360.16,930370.07,930324.18,930825.21,930014.52,929508.76,932566.23,932520.28,930868.85,932162.94,930854.12,930093.62,930090.08,930157.5,930101.82,930152.14,929507.38,929639.78,929618.36,929646.61,929675.64,929676.09,929663.9,929636.01,929622.61,929436.03,929477.76,929449.03,929578.84,926859.65,926878.12,926796.74,926777.63,927739.42,927726.02,925223.82,922705.74,922786.85,922442.23,922432.41,922381.24,922517.11,922470.63,919593.29,919573.55,919580.06,918896,918941.98,918931.93,919056.86,919092.13,918708.19,918019.65,918117.03,916899.5,916899.5,907268.61,907244.15,905896.59,906243.15,901061.58,901002.15,901377.72,901520.12,902125.25,901760.35,901199.59,900907.1,901413.69,901433.15,901455.46,901457.66,901403.44,901575.85,902618.94,902578.73,901847.68,902379.32,902194.34,902293.56,902211,902212.31,902270.1211,900367.947,900044.6416,899094.57,899148.24,898814.97,898840.65,898598.44,898618.15,897889.2,897235.95,897377.4052,897356.87,896355.375,894473.64,894045.48
1999Q2,919397.41,919397.41,919397.68,918369.75,918189.29,918268.52,918516.51,918224.29,918160.36,918093.87,918103.99,918119.45,918166.8,918228.06,918396.52,918537.59,918471.94,918468.56,918630.1,918185.09,916989.76,916939.78,920006.08,920010.33,918690.5,920027.16,918733.79,917977.71,917935.18,917905,917856.99,918182.96,917576.31,917616.45,917627.35,917638,917637.08,917590.23,917571.79,917356.31,917371.79,917662.68,917568.81,917520.98,917709.61,915121.78,915128.94,915020.52,914985.01,915063.06,914916.26,913258.59,910693.08,910773.81,910655.69,910646.39,910724.23,910069.61,910030.09,907355.99,907366.86,907388.04,907370.49,907434.07,907483.8,907486.79,907463.42,907182.9,906896.92,907005.97,905090.52,905090.52,895612.51,895669.44,894465.79,894276.62,890291.43,890251.63,890702.25,890709.51,889354.13,889151.65,890493.82,890642.01,891111.4,891117.65,891155.86,891178.07,891307.2,891174.37,891068.41,891039.97,889989.54,890467.12,890492,890632.55,890553,890339.81,890305.6247,888669.1901,888923.2211,888167.97,888161.72,887882.04,887800.74,887799.48,887470.48,886882.49,886742.39,886542.7413,886599.98,885969.0625,883845.32,884490.55
1999Q1,908977.59,908977.59,908955.98,907988.33,908473.39,908567.8,909002.73,908471.51,908479.27,908320.17,908320.36,908329.22,908368.62,908294.01,908603.67,908893.29,908531.81,908522.2,908663.57,909108.36,907782.97,907843.23,911036.37,911004.59,909755.16,910926.17,909737.21,908990.17,909011.73,909015.99,908978.85,909035.96,908461.68,908368.35,908390.19,908343.59,908319.24,908314.72,908309.66,908096.41,908112.96,908191.02,908307.89,908340.54,908250.64,905610.79,905596.36,905515.82,905414.45,906881.58,906751.43,905531.81,903131.64,903160.04,902978.58,902979.73,902937.75,902356.35,902408.79,899547.02,899566.83,899582.73,900120.26,900134.19,900189.59,899923.02,899963.96,899362.13,899619.37,899948.57,897733.77,897733.77,888355.11,888186.89,887506.58,887062.52,882801.7,882798.77,883198.01,883159.73,883218.06,882820.56,882790.86,883052.16,883579.7,883693.23,883792.79,883817.28,883945.57,883737.22,884469.14,884460.09,884007.2,884237.77,884211.33,884510.13,884404,884563.19,884399.2433,882829.6103,883546.3628,882944.74,882886.15,882536.71,882534.21,882266.66,882026.85,880828.23,879371.52,879696.9293,879632,879265,876715.87,876983.79
1998Q4,904525.36,904525.36,904523.93,903555.44,902326.05,902523.6,902364.04,902498.7,902530.19,902349.04,902373.93,902398.99,902373.27,902304.31,902334.76,902495.23,902311.08,902313.38,902586.94,902746.56,901764.06,901385.37,903264.21,903201.21,901759.33,902829.21,901754.4,901018.83,900980.72,900943.85,900899.51,900800.51,900173.46,900233.61,900226.11,900204.74,900194.33,900329.51,900316.45,900029.96,900030.92,900249.92,900128.4,900085.95,900129.16,897502.93,897568.76,897534.25,897415.05,898128.47,898197.15,896155.96,893761.01,893748.86,893660.95,893683.29,893805.79,894126.74,894143.78,891157.6,891120.48,891138.52,890787.81,890754.7,890763.05,890686.18,890681.64,890456.78,890103.08,889504.41,888038.17,888038.17,878031.31,877945.75,876555.24,877009.46,869907.97,869887.19,870256.62,870172.7,870424.16,869774.76,869711.34,869983,870475.6,870456.6,870357.12,870354.67,870341.82,870376.59,869942.05,869911.16,869653.1,870319.48,870239.03,870554.67,870525,870477.88,870371.6067,870270.1187,870234.5895,869984.67,869995.95,869681.36,869567.06,869589.37,869641.98,868889.22,868978.79,869027.5975,869100.2,868885.1875,866659.49,866501.18
1998Q3,890132.2,890132.2,890136.05,889158.46,889687.51,889985.16,889979.24,889954.68,889853.03,889629.69,889639.86,889663.88,889618.33,889506.22,889223.66,889311.78,889354.9,889319.74,889339.47,889485.46,888828.9,888380.63,890002.06,890002.02,888544.46,889357.44,888511.19,887777.44,887785.61,887810.96,887777.72,887713,887238.32,887254.35,887267.03,887216.14,887209.43,887106.51,887099.97,887296.33,887301.13,887087.85,887053.6,886905.61,887197.28,884388.81,884423.3,884390.13,884336.02,885101.4,885062.3,882746.1,880275.05,880433.84,880208.27,880242.56,880202.05,879976.97,879953.19,877325.3,877302.14,877299,876988.27,876982.72,876999.2,877079.13,877105.54,877127.67,877102.18,877176.89,875193.83,875193.83,866110.13,865789.95,865064.33,864918.96,856665.63,856622.5,856903,857071.27,856844.74,856432.66,856479.29,856159.65,856600.49,856603.69,856653.15,856632.98,856540.15,856725.2,856643.46,856597.61,855309.51,855841.14,855830.53,856171.29,856117,856115.57,856102.6251,856574.4235,856360.6823,856446.11,856497.01,856664.18,856575.29,856449.86,856261.55,855604.8,856895.96,856806.3544,856950.78,856900.8125,856152.58,855909.3
1998Q2,876955.25,876955.25,876961.56,876014.86,876526.45,876770.95,876672.91,876635.72,876675.82,876375.26,876392.29,876400.09,876365.94,876702.97,876944.87,877060.85,876954.26,876947.16,877036.99,877036.15,876083.67,876037.59,877920.75,877889.14,876408.61,877130.44,876375.09,875658.3,875680.41,875671.74,875648.11,875862.83,875294.07,875148.11,875157.51,875149.09,875146.67,875076.11,875043.36,875095.28,875040.28,875290.56,875269.64,875296.38,875391.77,872587.44,872588,872465.06,872420.43,873654.98,873614.99,871541.61,868950.11,868989.24,868881.82,868904.27,868818.69,867223.11,867188.97,864526.64,864539.47,864521.93,864678.31,864696.25,864736.88,864708.75,864710.64,864993.65,865211.36,865678.1,863127.44,863127.44,854014.54,854230.21,853111.22,852915.85,845000.6,844962.17,845167.74,845265.15,845207.03,844615.21,844663.56,844539.28,844985.46,844996.97,844939.73,844941.97,845012.04,845067.3,845103.88,845062.38,844647.65,845303.82,845279.69,845556.33,845569,845635.74,845532.2302,845275.7083,845312.0268,845569.62,845529.8,845245.44,845118.83,845221.52,845128.13,844861.2,845991.77,846052.9228,845922.12,846023.0625,844199.5,844300.27
1998Q1,867385.05,867385.05,867377.09,866426.3,866439.26,866770.59,866921.72,866850.6,866911.13,866579.8,866579.79,866584.62,866577.72,867169.66,867160.68,867281.77,867159.25,867163.09,867320.7,867010.35,866389.45,865827.81,867384.54,867324.13,866076.01,866782.33,866027.48,865321.23,865331.04,865322.05,865294.91,865185.16,864690.79,864720.39,864707.68,864627.49,864596.11,864751.5,864726.59,864838.46,864867.78,864901.19,865076.81,865235.94,864880.31,862168.6,862118.14,862028.14,861903.02,862975.39,862972.49,861025.78,858438.32,858391.71,858316.79,858332.05,858322.24,859234.2,859264.99,856666.57,856716.81,856718.81,857222.19,857325,857377.86,857139.49,857118.54,856933.66,856786.87,856822.12,854193.55,854193.55,844730.97,845164.18,843562.51,843453.18,836929.16,836923.62,837010.48,836828.72,836861.9,836219.43,836187.87,836360.17,836862.54,836866.81,836974.08,836994.46,837030.17,836859.91,837339.61,837303.8,837382.69,837552.67,837667.87,837828.56,837898,838111.36,837920.907,837578.6725,837791.9943,837948.46,837926.11,837763.29,837676.6,837351.36,837091.91,836515.34,837284.73,837264.3753,837178.12,837209.8125,835628.43,835918.27
1997Q4,866994.91,866994.91,866995.25,866043.65,865236.68,865568.01,865353.15,865240.65,865535.42,865241.57,865270.43,865278.93,865280.6,865450.92,865462.71,865577.21,865416.85,865373.7,865553.8,864800.75,864063.7,863550.25,864622.84,864602.14,863409.92,864087.28,863398.05,862714.36,862720.97,862696.02,862664.65,862476.48,861990.14,862114.86,862122.37,862112.27,862099.2,862260.8,862231.42,862114.7,862136,862106.31,862147.81,862176.94,862116.97,859486.9,859545.87,859458.83,859288.27,860584.34,860559.79,858900.25,856219,856167.16,856095.69,856097.3,856067.93,856242.2,856298.91,854115.57,854108.03,854079.14,854064.04,853958.4,853992.81,853922.69,853913.07,854102.15,853956.35,853567.83,851554.68,851554.68,841357.19,841369.32,840130.87,840374.94,831146.2,831147.6,831083.09,831160.87,831304.88,830403.19,830340.57,830434.42,830857.92,830838.82,830872.77,830861.84,830777.14,830866.17,831179.75,831140.71,830347.59,830771.2,830840.44,830940.55,830965,831006.13,831020.7199,831347.2538,830929.3418,830791.42,830836.39,830463.38,830359.91,830387.36,830194.08,829686.72,829030.82,829066.6426,829149.94,829310,828681.82,828645.06
1997Q3,854058.08,854058.08,854056.68,853106.8,853958.04,854285.13,854172.96,854261.34,854180.91,853884.46,853901.46,853916.21,853963.73,854076.15,854034.66,854308.1,853933.64,853942.43,853897.99,854433.32,853627.81,853478.19,854515.71,854517.49,853577.72,854198.77,853552.53,852896.49,852896.42,852910.9,852877.36,852806.16,852316.95,852291.43,852290.01,852330.32,852315.04,851922.51,851901.56,852076.34,852068.79,852040.18,851928.23,851877.33,851963.91,849382.47,849410.12,849373.82,849270.31,850274.3,850278.4,848069.61,845453.53,845521.89,845395.51,845378.8,845385.46,846266.51,846249.86,843653.09,843618.55,843594.22,843347.49,843449.94,843482.68,843563.73,843577.92,843597.01,842970.63,842999.54,841060.56,841060.56,831012.29,830739.55,829911.27,829879.62,821220.05,821211.76,821040.41,821019.85,820933.07,820073.75,819878.74,819845.48,820310.24,820319.66,820350.5,820320.04,820285.47,820289.42,819925.31,819882.85,818692.54,819017.31,818920.21,819134.31,819065,819267.02,819363.9322,819339.8611,819046.7494,819183.57,819256.01,819277.38,819186.65,819169.53,818991.81,818523.63,819413.74,819379.008,819276.75,819226.375,819890.18,819513.71
1997Q2,849983.21,849983.21,849983.37,849095.99,848939.6,849175.11,849078.72,849284.93,849212.59,848966.2,848957.63,848973.64,849040.75,849391.11,849574.95,849918.91,849659.66,849651.54,849863.05,850311.2,849298.15,849337.11,850486.43,850451.91,848971.56,849612.54,848950,848318.72,848318.66,848312.47,848286.84,848461.76,847953.53,847883.51,847860.79,847844.26,847809.95,847634.1,847612.52,847481.91,847469.46,847597.78,847454.22,847343.56,847687.05,845201.05,845209.15,845172.57,845079.96,846227.66,846212.49,844571.71,841911.28,841976.92,841906.57,841877.15,841846.62,840875.7,840842.04,838220.8,838216.5,838219.83,838198.11,838227.82,838256.08,838078.79,838036.79,837995.64,837889.57,838279.05,836034.4,836034.4,825593.58,825679.96,824671.2,824587.6,816443.79,816401.74,816248.82,816085.63,816129.45,815376.21,815446.57,815477.9,815910.39,815916.62,815809.35,815817.01,815879.49,815623.3,814951.29,814905.7,814417.44,814912.82,814900.91,814938.15,814953,814941.43,814886.3881,814979.971,815470.2546,815749.13,815631.06,815947.07,815850.97,815805.9,815469.98,815506.25,816100.74,816043.8291,815963.62,815829.5,815926.96,815968.67
